ProtoForm	ProtoFormGloss	Reflex	ReflexGloss	GlottologName	ACDName	GlottoCode	Latitude	Longitude	ProtoLanguage	ReflexCount
*saŋ(e)qát	to put something in a high place or reach a high place by climbing	on-saŋɁat	to arrive up above, to a high place (as climbers of a mountain, the souls of the dead by tradition on Mt. Pulag)	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	4
*saŋ(e)qát	to put something in a high place or reach a high place by climbing	na-saŋɁát	high, steep	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*seReb	to burn, singe	sogob ~ sobg-on	to burn	Lubuagan Kalinga	Kalinga	lubu1243	17.3879	121.0365	PPh	4
*seReb	to burn, singe	sogob ~ sobg-on	to burn	Lubuagan Kalinga	Kalinga (Guinaang)	lubu1243	17.3879	121.0365	PPh	4
*seReb	to burn, singe	sɨgb-ɨn	to burn	Northern Kankanay	Kankanaey (Northern)	nort2877	17.1057	120.786	PPh	4
*seReb	to burn, singe	soRob	to scorch over fire; to burn (wood)		Proto-Sangiric				PPh	4
*seki	foot, leg	takki	foot, leg	Pamplona Atta	Atta (Pamplona)	pamp1244	18.4738	121.3	PPh	4
*seki	foot, leg	tɨgi	foot, leg	Ilongot	Ilongot (Kakiduge:n)	ilon1239	16.3785	121.547	PPh	4
*seki	foot, leg	seki	specific for the bottom of a pig’s foot, but also used of the whole foot	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	4
*seki	foot, leg	sekey	a leg	Tiruray	Tiruray	tiru1241	6.77321	124.127	PPh	4
*sel(e)daŋ	brightness; to shine	saldáŋ	the sun	Bikol	Bikol	biko1240			PPh	4
*sel(e)daŋ	brightness; to shine	ma-sexdaŋ	to be bright, to be clear	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	4
*sel(e)daŋ	brightness; to shine	sohdaŋ	to shine	Itbayat	Ivatan	ivat1242	20.77	121.85	PPh	4
*sel(e)daŋ	brightness; to shine	sohdaŋ	to shine	Itbayat	Ivatan (Isamorong)	ivat1242	20.77	121.85	PPh	4
*sibay	extension to a house (?)	sibay	extension (added to an already existing dwelling); to add an extension to a house, etc.	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	4
*sibay	extension to a house (?)	sibay-síbay	woman maintained by a married man; for a	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*sibay	extension to a house (?)	sibey	eaves of a house	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	4
*sibay	extension to a house (?)	híbe	eaves of a pyramidal roof in the sense of the lower edges of the four slopes that overhang the walls of an Ifugaw house or granary	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	4
*sibít	hook, thorn	sibít	to scratch or cut out (a sliver or thorn embedded)	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	4
*sibít	hook, thorn	sibít	safety pin; fasten in with a safety pin	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*sibít	hook, thorn	sibít	thorn, prickle; bramble, briar	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	4
*sibít	hook, thorn	sibit	safety pin	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	4
*sigáŋ	fish stew	sígaŋ	to make fish and vegetable soup	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	4
*sigáŋ	fish stew	higaŋ	to cook fish, shrimp, or pork with something sour (like adding tomatoes, tamarind, guava, etc.)	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	4
*sigáŋ	fish stew	s<in>igáŋ	dish made with fish cooked in a sour broth (tamarind, etc.)	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*sigáŋ	fish stew	sigáŋ	placing cooking utensils on a stove or fire prior to cooking something	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*siŋkít	slanted, of the eyes	síŋkit	almondine (eyes)	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	4
*siŋkít	slanted, of the eyes	siŋkít	slanted, slit (the eyes)	Bikol	Bikol	biko1240			PPh	4
*siŋkít	slanted, of the eyes	siŋkít	slit-eyed; almond-eyed	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*siŋkít	slanted, of the eyes	siŋkít	slanting (referring to the eyes)	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*subu₁	to boil, of water	sobo	to boil	Mamanwa	Mamanwa	mama1275	9.44744	125.548	PPh	4
*subu₁	to boil, of water	sobo	to bubble (as boiling water)	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	4
*subu₁	to boil, of water	hombo	to boil	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	4
*subu₁	to boil, of water	hombo	to boil	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	4
*suháq	a fruit tree, the pomelo: Citrus decumana	mag-suháɁ	to squeeze the juice of citrus fruits on something	Bikol	Bikol	biko1240			PPh	4
*suháq	a fruit tree, the pomelo: Citrus decumana	suá	pomelo, used in native medicine against fever: Citrus decumana	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*suháq	a fruit tree, the pomelo: Citrus decumana	suáɁ ~ swáɁ	pomelo	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	4
*suháq	a fruit tree, the pomelo: Citrus decumana	súhaɁ	a species of grapefruit or pomelo	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*sulid	string, twine, thread	s<in>úlid	thread	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	4
*sulid	string, twine, thread	súlid	small twine, thread of two or more strands twisted together; make a thread of this sort	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*sulid	string, twine, thread	s<in>úlid	thread	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*sulid	string, twine, thread	súlir-an	spinning wheel; spindle; spool	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*suqag	to butt or gore with the horns	mag-súʔag	to gore	Bikol	Bikol	biko1240			PPh	4
*suqag	to butt or gore with the horns	soag	to gore (as an animal with horns)	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	4
*suqag	to butt or gore with the horns	howág	to bunt or butt	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	4
*suqag	to butt or gore with the horns	howág	to bunt or butt	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	4
*taRaquk	to crow, of a rooster	tagaok	for a rooster to crow	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	4
*taRaquk	to crow, of a rooster	tagáuk	for roosters to crow	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*taRaquk	to crow, of a rooster	ag-taráok	to crow, of a rooster	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*taRaquk	to crow, of a rooster	tagaok	to crow, as a rooster	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	4
*taRihtih	drizzle, light rain	tagití ~ tagithí	a light rain; a shower, drizzle	Bikol	Bikol	biko1240			PPh	4
*taRihtih	drizzle, light rain	tagití	drizzle	Masbatenyo	Masbatenyo	masb1238	12.21453	123.63579	PPh	4
*taRihtih	drizzle, light rain	taRiti	rain		Proto-Sangiric				PPh	4
*taRihtih	drizzle, light rain	tahiti	rain	Sangir	Sangir	sang1336	3	125.5	PPh	4
*taka	hesitate, not able to act	mag-táka	to not have the nerve to speak to someone or to appear before them	Bikol	Bikol	biko1240			PPh	4
*taka	hesitate, not able to act	taká	to be amazed, to be astonished	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	4
*taka	hesitate, not able to act	ag-taká	to hesitate, vacillate	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*taka	hesitate, not able to act	ma-taka	lazy	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	4
*takad	step on; leave footprint	takád	to step on a line or specific area	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*takad	step on; leave footprint	takad	footprint, track	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	4
*takad	step on; leave footprint	takad	footprint	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	4
*takad	step on; leave footprint	takád	stamping of feet in anger or protest	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*takes₂	measurement; to measure	mag-taket	to measure something, someone using a tape measure	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	4
*takes₂	measurement; to measure	takós	to measure out, allot; mete out	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	4
*takes₂	measurement; to measure	takes	to measure out (something with a measuring vessel)	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	4
*takes₂	measurement; to measure	takes	to measure; measuring tool or instrument	Maranao	Maranao	mara1404	7.79414	124.175	PPh	4
*talakituk	kind of marine fish	talakítuk	name given to jacks and other good-sized carangoid fish	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*talakituk	kind of marine fish	talakítok	kind of small, speckled marine fish with dark meat, Caranx sp.	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*talakituk	kind of marine fish	tarakitok	kind of saltwater fish (white and medium-sized, 30 to 60 cm. in length and 20 cm. in width, having no scales)	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	4
*talakituk	kind of marine fish	talakitok	a species of cavalla fish	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tambáŋ	ambush, surprise attack	tambáŋ-an	to encircle, surround	Bikol	Bikol	biko1240			PPh	4
*tambáŋ	ambush, surprise attack	tambaŋ	ambush	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	4
*tambáŋ	ambush, surprise attack	ag-tambáŋ	to ambush; raid; attack; waylay; obstruct a voyage; hold up and rob; block one’s way	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*tambáŋ	ambush, surprise attack	tambáŋ	ambush, an attack from an ambush; the act or condition of lying in wait; a person waiting and watching from a vantage point for wild game, or in warfare, for the enemy	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tambúg	splash in the water	tambúg	throw something heavy or bulky into something deep (as the sea); fall	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*tambúg	splash in the water	tambóg	jump into water, wade through water or mud	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	4
*tambúg	splash in the water	tambóg	jump into water, wade through water or mud	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	4
*tambúg	splash in the water	tambóg	loud splash of something falling flat on water	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tapaŋ₂	bold, rude; brave	ka-tápaŋ	one who speaks uncivilly or impolitely	Bikol	Bikol	biko1240			PPh	4
*tapaŋ₂	bold, rude; brave	tapaŋ	courageous, brave; fierce, mean, bold	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	4
*tapaŋ₂	bold, rude; brave	ma-tápaŋ	brave	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	4
*tapaŋ₂	bold, rude; brave	ma-tápaŋ	brave; gallant; audacious; chivalrous; daring; fearless; courageous; bold; manly; plucky; spirited	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*taptap	to move the lips or tongue in chewing or lapping up	taptáp	to chew; to move one’s mouth, as in eating	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	4
*taptap	to move the lips or tongue in chewing or lapping up	taptáp	movement of lips when somebody chews what he does not eat and swallow (as betel nut, tobacco leaf)	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	4
*taptap	to move the lips or tongue in chewing or lapping up	taptap-en	to take in liquid by the tongue, as a dog	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	4
*taptap	to move the lips or tongue in chewing or lapping up	taptáp-an	to suck out the juice of (and spit the rest)	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	4
*tatus	coconut crab: Birgus latro	tatos	coconut crab (lays its eggs in the sea)	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	4
*tatus	coconut crab: Birgus latro	tatús	kind of large black crustacean	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*tatus	coconut crab: Birgus latro	tatos	coconut crab, robber crab: Birgus latro (edible, delicacy)	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	4
*tatus	coconut crab: Birgus latro	tatos	coconut crab	Yami	Yami	yami1254	22.055	121.544	PPh	4
*taŋaq₁	incapable, incompetent	táŋaʔ	inattentive, doing even simple things incompetently; consider someone incompetent	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*taŋaq₁	incapable, incompetent	taŋaʔ	absentminded, slow person	Maranao	Maranao	mara1404	7.79414	124.175	PPh	4
*taŋaq₁	incapable, incompetent	taŋá	stupid	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	4
*taŋaq₁	incapable, incompetent	taŋaʔ	(of speech) stammering	Tausug	Tausug	taus1251	5.12236	118.88	PPh	4
*taŋay₁	to look upward	taŋay	look up at something	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	4
*taŋay₁	to look upward	taŋay	lying face up	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	4
*taŋay₁	to look upward	on-taŋáy	to look up at	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	4
*taŋay₁	to look upward	mi-ta-taŋay	to lie or sleep on one’s back	Yami	Yami	yami1254	22.055	121.544	PPh	4
*taŋtáŋ₂	to remove, take off	taŋtáŋ-an	to use a wooden mallet in a granary for removing or striking home the locking bar; the wooden mallet used for such a purpose	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	4
*taŋtáŋ₂	to remove, take off	taŋtáŋ	to take off, remove something fastened or tied (as a pig working itself loose from the place where it was tied); to pay off debts, free from obligation	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*taŋtáŋ₂	to remove, take off	taŋtaŋ	to take off, remove	Maranao	Maranao	mara1404	7.79414	124.175	PPh	4
*taŋtáŋ₂	to remove, take off	ma-taŋtaŋ	to come part, be dismantled, come off or out of something	Tausug	Tausug	taus1251	5.12236	118.88	PPh	4
*taŋén	wedge, piece used to stabilize surfaces	i-taŋón	to insert a wedge, a wad of paper, etc. (so as to keep a window from rattling, a cupboard door from opening, etc.)	Bikol	Bikol	biko1240			PPh	4
*taŋén	wedge, piece used to stabilize surfaces	taŋə́n	something placed under an object to raise it higher or to keep it from resting on the ground	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	4
*taŋén	wedge, piece used to stabilize surfaces	taŋen	a wedge under something to stop if from rolling	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	4
*taŋén	wedge, piece used to stabilize surfaces	taŋen	pillow	Yami	Yami	yami1254	22.055	121.544	PPh	4
*tebir	edge, seam, hem	tebir	to sew, especially the seam	Maranao	Maranao	mara1404	7.79414	124.175	PPh	4
*tebir	edge, seam, hem	təmbir	edge, side, bank		Proto-Minahasan				PPh	4
*tebir	edge, seam, hem	təwir	edge, as of a mat, hem, as of clothing	Tondano	Tondano	tond1251	1.28024	124.964	PPh	4
*tebir	edge, seam, hem	təmbir	edge, border, hem	Tontemboan	Tontemboan	tont1239	1.24813	124.654	PPh	4
*tendek₁	post, stake, pillar	teddék	pillar, post; chief	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*tendek₁	post, stake, pillar	tondoko	fence		Proto-East Gorontalic				PPh	4
*tendek₁	post, stake, pillar	təndək	post, stake; stick (post) in ground		Proto-Minahasan				PPh	4
*tendek₁	post, stake, pillar	tírik	to build; to erect; to construct; to set or stand something upright	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tikís	on purpose, intentionally	tikih	an anticipated outcome that is intended or that guides planned actions	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	4
*tikís	on purpose, intentionally	tikís	to do something without a reason	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	4
*tikís	on purpose, intentionally	tikís	intention; intentionally	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	4
*tikís	on purpose, intentionally	tikís	on purpose; intentionally; knowingly	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tipuq	picking of fruit; falling out of teeth	sipuʔ	picking (of fruit), shelling (of maize), falling out (of teeth)	Mongondow	Mongondow	mong1342	0.64616	124.114	PPh	4
*tipuq	picking of fruit; falling out of teeth	tipo	to pick fruit		Proto-Sangiric				PPh	4
*tipuq	picking of fruit; falling out of teeth	típoʔ	having a tooth or teeth missing	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tipuq	picking of fruit; falling out of teeth	tipuʔ	toothless because the teeth have fallen out	Tontemboan	Tontemboan	tont1239	1.24813	124.654	PPh	4
*tisaq	tree with bright yellow fruit that has dry flesh: Lucuma nervosa	tísaʔ	kind of single-seeded fruit, the size and shape of a small pear with bright yellow, inedible skin and flesh which is sweet and fleshy but dry: Lucuma nervosa	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*tisaq	tree with bright yellow fruit that has dry flesh: Lucuma nervosa	tisaʔ	a shrub: Breynia cernua	Maranao	Maranao	mara1404	7.79414	124.175	PPh	4
*tisaq	tree with bright yellow fruit that has dry flesh: Lucuma nervosa	tísaʔ	a tree and its fruit; the fruit is dry and very yellow	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	4
*tisaq	tree with bright yellow fruit that has dry flesh: Lucuma nervosa	tísaʔ	a tree and its fruit; the fruit is dry and very yellow	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	4
*tiwaŋwáŋ	opening, gap	tiwaŋwáŋ	spread or open apart from a vertex or hinge-like joint	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*tiwaŋwáŋ	opening, gap	naka-tiwaŋwáŋ	wide open, exposed	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*tiwaŋwáŋ	opening, gap	tiwaŋ	to make an opening in (as in coconuts or bamboo)	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	4
*tiwaŋwáŋ	opening, gap	tiwaŋwáŋ	wide open; completely exposed to wind, sun, etc.	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tuRsúk	skewer something so as to pick it up without touching it	ma-toltok	for an eye to be pierced with a sharp instrument or a stick	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	4
*tuRsúk	skewer something so as to pick it up without touching it	tugsúk	strike something pointed into something; stick one’s finger into liquid and immediately remove it	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*tuRsúk	skewer something so as to pick it up without touching it	toyhók	sharpened piece of bamboo used as a fork for removing something from a kettle (can also be used for jabbing a person)	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	4
*tuRsúk	skewer something so as to pick it up without touching it	toyhók	sharpened piece of bamboo used as a fork for removing something from a kettle (can also be used for jabbing a person)	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	4
*tubaR	to answer	tubag	to answer	Tagbanwa	Aborlan Tagbanwa	tagb1258	9.54263	118.497	PPh	4
*tubaR	to answer	tubag	to answer, respond	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	4
*tubaR	to answer	tubal	to answer	Calamian Tagbanwa	Kalamian Tagbanwa	cala1258	12.0716	120.094	PPh	4
*tubaR	to answer	tobag	to answer, to reply	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	4
*tubuy	send for, allow to go	toboy	send someone on an errand	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	4
*tubuy	send for, allow to go	túboy	to agree, allow, consent to; approve	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*tubuy	send for, allow to go	mipi-tovoy	to send for	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	4
*tubuy	send for, allow to go	tovoy	ask to leave	Yami	Yami	yami1254	22.055	121.544	PPh	4
*tubág	short-tempered	tobág	to be rash, cruel	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	4
*tubág	short-tempered	tubág-tubág	to talk back insolently; heated exchange of words	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*tubág	short-tempered	tobág	to get angry quickly	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	4
*tubág	short-tempered	tobág	to get angry quickly	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	4
*tudul	to give	mag-torol	to give something; to give something that is asked for; to offer something; to submit something	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	4
*tudul	to give	toroh	give something to someone	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	4
*tudul	to give	t<om>orox ~ om-torox	to give	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	4
*tudul	to give	toro	pay, give	Yami	Yami	yami1254	22.055	121.544	PPh	4
*tumbalik	inverted, reversed, upside-down	tumbálik	bounce back on, boomerang; turn out to be the exact opposite; the exact opposite	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*tumbalik	inverted, reversed, upside-down	man-tombalik	to somersault, tumble end over end in the air --- of persons or animals that fall	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	4
*tumbalik	inverted, reversed, upside-down	tombalík	inverted order	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	4
*tumbalik	inverted, reversed, upside-down	tumbalík	upside-down; inverted; ironical; expressing one thing and meaning the opposite	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tunay₁	thorn in the flesh	ma-tonay-an	to be pierced, stuck by a thorn, etc., with a piece left deep in the flesh	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	4
*tunay₁	thorn in the flesh	tunay	thorn		Proto-Sangiric				PPh	4
*tunay₁	thorn in the flesh	tune	thorn, splinter (in flesh)	Sangir	Sangir	sang1336	3	125.5	PPh	4
*tunay₁	thorn in the flesh	tune	thorn	Tontemboan	Tontemboan	tont1239	1.24813	124.654	PPh	4
*tundaq	to lead, conduct, escort	tonda	to escort someone somewhere, partway to their destination	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	4
*tundaq	to lead, conduct, escort	i-tundá	to lead, conduct; escort	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*tundaq	to lead, conduct, escort	tondaʔ	to pull after, drag, lead (as a man leading a carabao by rope)	Maranao	Maranao	mara1404	7.79414	124.175	PPh	4
*tundaq	to lead, conduct, escort	tundáʔ	to fish with fishhooks (not with a net)	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tustús	to hang down, to lower	tústus	to lower, let down, loosen	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	4
*tustús	to hang down, to lower	mag-tustós	to droop, hang down	Bikol	Bikol	biko1240			PPh	4
*tustús	to hang down, to lower	tostós	to lower by rope (as to let down a fishline into the water, or to drop anchor)	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	4
*tustús	to hang down, to lower	totos	decrease, sink lower, diminish	Maranao	Maranao	mara1404	7.79414	124.175	PPh	4
*tutuy	penis of a little boy	totoy	euphemism for the penis of a small boy	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	4
*tutuy	penis of a little boy	tótoy	little boy	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	4
*tutuy	penis of a little boy	tótoy	little boy	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	4
*tutuy	penis of a little boy	tutuy	clitoris, the female organ homologous to the male penis	Tausug	Tausug	taus1251	5.12236	118.88	PPh	4
*táŋus	pointed or prominent, of the nose	na-táŋos	high-nosed	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*táŋus	pointed or prominent, of the nose	táŋos	long and pointed, of a nose	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	4
*táŋus	pointed or prominent, of the nose	táŋos	long and pointed, of a nose	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	4
*táŋus	pointed or prominent, of the nose	ma-táŋos	pointed; prominent (referring to the nose)	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tíbay	durable, long-lasting	ma-tíbay	durable, longlasting (cloth)	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	4
*tíbay	durable, long-lasting	ma-tíbay	well-made; competent, skilled, adept	Bikol	Bikol	biko1240			PPh	4
*tíbay	durable, long-lasting	tíbay	stable, firm, enduring, lasting, strong (structurally)	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	4
*tíbay	durable, long-lasting	tíbay	material or structural strength; vitality; power to endure	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tíkal	bruised or cramping, of feet after too much walking	tikál-on	to suffer from such a cramp	Bikol	Bikol	biko1240			PPh	4
*tíkal	bruised or cramping, of feet after too much walking	tíkal	with bruised feet due to walking	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*tíkal	bruised or cramping, of feet after too much walking	tíkal	numb, cramped, stiff	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	4
*tíkal	bruised or cramping, of feet after too much walking	tikál	tiredness and sometimes bruising of the feet because of too much walking	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*tútuk	to aim a weapon at	mag-tútok	to aim a weapon at	Bikol	Bikol	biko1240			PPh	4
*tútuk	to aim a weapon at	tútuk	to stare (as in anger)	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*tútuk	to aim a weapon at	ag-tútok	to aim; point; focus (eyes); to point at (as a knife pointing at someone’s back)	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	4
*tútuk	to aim a weapon at	tútok	aim of a weapon; direction in which a weapon is pointed	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	4
*umat	inquire about, mention someone	maki-umát	to inquire about something	Bikol	Bikol	biko1240			PPh	4
*umat	inquire about, mention someone	úmat	to go over a series of events or genealogies to recall them	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	4
*umat	inquire about, mention someone	úmat	to go over a series of events or genealogies to recall them	Cebuano	Cebuano (dialectal)	cebu1242	8.38799	124.367	PPh	4
*umat	inquire about, mention someone	omat-an	to speak about, mention someone	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	4
*umaw	mute, dumb	omaw	simple-minded, innocent person, dullard	Maranao	Maranao	mara1404	7.79414	124.175	PPh	4
*umaw	mute, dumb	umew	mute, dumb	Nuclear Palawan	Palawano	nucl1738			PPh	4
*umaw	mute, dumb	umaw	dumb (unable to speak)	Tausug	Tausug	taus1251	5.12236	118.88	PPh	4
*umaw	mute, dumb	umew	mute, dumb	Calamian Tagbanwa	Tboli	cala1258	12.0716	120.094	PPh	4
*usiŋ	charcoal	osiŋ	charcoal	Binongan Itneg	Itneg (Binongan)	bino1237	17.5972	120.876	PPh	4
*usiŋ	charcoal	usiŋ	charcoal	Lubuagan Kalinga	Kalinga	lubu1243	17.3879	121.0365	PPh	4
*usiŋ	charcoal	usiŋ	charcoal	Lubuagan Kalinga	Kalinga (Guinaang)	lubu1243	17.3879	121.0365	PPh	4
*usiŋ	charcoal	usiŋ	dirt, charcoal	Calamian Tagbanwa	Tboli	cala1258	12.0716	120.094	PPh	4
*uyaw	to mock, ridicule, jeer at	oyaw	to laugh at something concerning an animal, and then be struck by lightning, as if it is revenge by the animal	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	4
*uyaw	to mock, ridicule, jeer at	ʔuyáw	to criticize; to laugh at another person’s misfortune or physical disability	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	4
